Source,Mission,year,month,location,country,latitude,longitude,No.troops,RPF,RPF_No,RES,RES_No,FP,FP_No,No.TCC,name.of.TCC1,No.troops.per.TCC1,name.of.TCC2,No.troops.per.TCC2,name.of.TCC3,No.troops.per.TCC3,name.of.TCC4,No.troops.per.TCC4,name.of.TCC5,No.troops.per.TCC5,name.of.TCC6,No.troops.per.TCC6,name.of.TCC7,No.troops.per.TCC7,name.of.TCC8,No.troops.per.TCC8,name.of.TCC9,No.troops.per.TCC9,name.of.TCC10,No.troops.per.TCC10,name.of.TCC11,No.troops.per.TCC11,name.of.TCC12,No.troops.per.TCC12,name.of.TCC13,No.troops.per.TCC13,name.of.TCC14,No.troops.per.TCC14,UNPOL..dummy.,UNMO..dummy.,HQ,LO,comments,cow_code,gwno,name,TCC1,TCC2,TCC3,TCC4,TCC5,TCC6,TCC7,TCC8,TCC9,TCC10,TCC11,TCC12,TCC13,TCC14,ADM1_id,ADM1_name,ADM2_id,ADM2_name,PRIOID
Map no. 3881 Rev.7,UNAVEM III,1995,12,Mussende,Angola,-10.53976,15.99105,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,,540,540,Angola,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1657,Cuanza Sul,2495,Mussende,114152
Map no. 3881 Rev.7,UNAVEM III,1995,12,Waku Kungo,Angola,-11.35669,15.11719,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,,540,540,Angola,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1657,Cuanza Sul,2514,Waku Kungo,113431
Map no. 3881 Rev.7,UNAVEM III,1995,12,Alto Hama/ Londumball,Angola,-12.23333,15.55,300,NA,NA,0,0,0,0,2,Uruguay,150,India,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,,540,540,Angola,165,750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1665,Huambo,2552,Londuimbale,111992
Map no. 3881 Rev.7,UNAVEM III,1995,12,Bailundo,Angola,-12.195941,15.854429,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,,540,540,Angola,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1665,Huambo,2535,Bailundo,111992
Map no. 3881 Rev.7,UNAVEM III,1995,12,Vila Nova,Angola,-12.634862,16.046925,150,NA,NA,0,0,0,0,1,Uruguay,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,,540,540,Angola,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1665,Huambo,2566,Tchicala-Tcholoanga,111273
Map no. 3881 Rev.7,UNAVEM III,1995,12,Balombo,Angola,-12.35426,14.77232,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,,540,540,Angola,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1662,Benguela,2337,Balombo,111990
Map no. 3881 Rev.7,UNAVEM III,1995,12,Chongoroi,Angola,-13.56667,13.95,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,,540,540,Angola,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1662,Benguela,2352,Chongoroi,109828
Map no. 3881 Rev.7,UNAVEM III,1995,12,Quilengues,Angola,-14.06667,14.08333,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,,540,540,Angola,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1666,HuÃ­la,2605,Quilengues,109109
Map no. 3881 Rev.7,UNAVEM III,1995,12,Caconda,Angola,-13.73333,15.06667,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,,540,540,Angola,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1666,HuÃ­la,2573,Caconda,109831
Map no. 3881 Rev.7,UNAVEM III,1995,12,N'gove,Angola,-13.28432,15.524568,150,NA,NA,0,0,0,0,1,Romania,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,,540,540,Angola,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1665,Huambo,2543,CaÃ¡la,110552
Map no. 3881 Rev.7,UNAVEM III,1995,12,Cuito Cuanavale,Angola,-15.16667,19.18333,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,,540,540,Angola,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1663,Cuando Cubango,2424,Cuito Cuanavale,107679
Map no. 3881 Rev.7,UNAVEM III,1995,12,Licua,Angola,-17.433333,19.966667,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,,540,540,Angola,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1663,Cuando Cubango,2416,Calai,104800
Map no. 3881 Rev.7,UNAVEM III,1995,12,Jamba,Angola,-17.5,22.666667,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,,540,540,Angola,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1663,Cuando Cubango,2439,Rivungo,104806
Map no. 3881 Rev.7,UNAVEM III,1995,12,Noqui,Angola,-5.875029,13.432199,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,,540,540,Angola,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1660,Zaire,2828,Noqui,121347
Map no. 3881 Rev.7,UNAVEM III,1995,12,Quibala,Angola,-10.73366,14.979949,150,NA,NA,0,0,0,0,1,Uruguay,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,,540,540,Angola,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1657,Cuanza Sul,2500,Quibala,114150
Map no. 3881 Rev.7,UNAVEM III,1995,12,Chicuma,Angola,-13.43333,14.86667,150,NA,NA,0,0,0,0,1,Romania,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,,540,540,Angola,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1662,Benguela,2358,Ganda,110550
Map no. 3881 Rev.7,UNAVEM III,1995,12,Kuvango,Angola,-14.46667,16.3,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,,540,540,Angola,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1666,HuÃ­la,2594,Kuvango,109113
Map no. 3881 Rev.7,UNAVEM III,1995,12,N'harea,Angola,-11.47512,16.96496,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,,540,540,Angola,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1661,BiÃ©,2402,Nharea,113434
Map no. 3881 Rev.7,UNAVEM III,1995,12,Cacolo,Angola,-10.14503,19.26598,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,,540,540,Angola,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1653,Lunda Sul,2661,Cacolo,114879
Map no. 3881 Rev.7,UNAVEM III,1995,12,Catala,Angola,-9.46667,16.71667,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,,540,540,Angola,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1654,Malanje,2718,Mucari,116314
Map no. 3881 Rev.7,UNAVEM III,1995,12,Lobito,Angola,-12.3644,13.53601,300,NA,NA,0,0,0,0,2,Romania,150,Brazil,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,,540,540,Angola,360,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1662,Benguela,2366,Lobito,111988
Map no. 3881 Rev.7,UNAVEM III,1995,12,Namibe,Angola,-15.19611,12.15222,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,,540,540,Angola,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1614,Namibe,2764,Namibe,107665
Map no. 3881 Rev.7,UNAVEM III,1995,12,Ondjiva,Angola,-17.066667,15.733333,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,,540,540,Angola,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1664,Cunene,2520,Cuanhama,104792
Map no. 3881 Rev.7,UNAVEM III,1995,12,Cazombo,Angola,-11.9,22.916667,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,,540,540,Angola,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1667,Moxico,2724,Alto Zambeze,112726
Map no. 3881 Rev.7,UNAVEM III,1995,12,Cacula,Angola,-14.5,14.116667,150,NA,NA,0,0,0,0,1,Bangladesh,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,,540,540,Angola,771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1666,HuÃ­la,2596,Lubango,109109
Map no. 3881 Rev.7,UNAVEM III,1995,12,Calomboloca,Angola,-9.15,13.83333,150,NA,NA,0,0,0,0,1,Brazil,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,,540,540,Angola,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1655,Bengo,2319,Icolo e Bengo,116308
Map no. 3881 Rev.8,UNAVEM III,1996,1,Luanda,Angola,-8.83682,13.23432,450,NA,NA,0,0,0,0,3,Romania,150,Portugal,150,Russia,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,0,,540,540,Angola,360,235,365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1658,Luanda,2620,Maianga,117027
Map no. 3881 Rev.8,UNAVEM III,1996,1,Uige,Angola,-7.60874,15.06131,175,NA,NA,0,0,0,0,3,India,150,Russia,15,Portugal,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,Regional headquarters,540,540,Angola,750,365,235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1659,UÃ­ge,2815,UÃ­ge,118471
Map no. 3881 Rev.8,UNAVEM III,1996,1,Lubango,Angola,-14.91717,13.4925,175,NA,NA,0,0,0,0,3,Romania,150,Russia,15,Portugal,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,Regional headquarters,540,540,Angola,360,365,235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1666,HuÃ­la,2599,Lubango,108387
Map no. 3881 Rev.8,UNAVEM III,1996,1,Menongue,Angola,-14.6585,17.69099,25,NA,NA,0,0,0,0,2,Russia,15,Portugal,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,Regional headquarters,540,540,Angola,365,235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1663,Cuando Cubango,2436,Menongue,108396
Map no. 3881 Rev.8,UNAVEM III,1996,1,Luena,Angola,-11.78333,19.91667,175,NA,NA,0,0,0,0,3,Brazil,150,Russia,15,Portugal,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,Regional headquarters,540,540,Angola,140,365,235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1667,Moxico,2753,Moxico,112720
Map no. 3881 Rev.8,UNAVEM III,1996,1,Saurimo,Angola,-9.65,20.4,175,NA,NA,0,0,0,0,3,Zimbabwe,150,Russia,15,Portugal,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,Regional headquarters,540,540,Angola,552,365,235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1653,Lunda Sul,2672,Saurimo,115601
Map no. 3881 Rev.8,UNAVEM III,1996,1,Huambo,Angola,-12.77611,15.73917,490,NA,NA,0,0,0,0,5,Uruguay,150,Brazil,15,Korea,150,Portugal,160,Russia,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,Regional headquarters,540,540,Angola,165,140,732,235,365,NA,NA,NA,NA,NA,NA,NA,NA,NA,1665,Huambo,2550,Huambo,111272
Map no. 3881 Rev.8,UNAVEM III,1996,1,M'banza Congo,Angola,-6.26703,14.2401,150,NA,NA,0,0,0,0,1,India,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,,540,540,Angola,750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1660,Zaire,2821,M'Banza Congo,120629
Map no. 3881 Rev.8,UNAVEM III,1996,1,Soyo,Angola,-6.134903,12.368935,150,NA,NA,0,0,0,0,1,Zimbabwe,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,,540,540,Angola,552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1660,Zaire,2831,Soyo,120625
Map no. 3881 Rev.8,UNAVEM III,1996,1,Cabinda,Angola,-5.580194,12.202478,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,,540,540,Angola,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1669,Cabinda,2409,Cabinda,121345
Map no. 3881 Rev.8,UNAVEM III,1996,1,N'dalatando,Angola,-9.3,14.916667,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,,540,540,Angola,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1656,Cuanza Norte,2461,Cazengo,116310
Map no. 3881 Rev.8,UNAVEM III,1996,1,Melanje,Angola,-9.54015,16.34096,150,NA,NA,0,0,0,0,1,Zimbabwe,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,,540,540,Angola,552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1654,Malanje,2707,Malanje,115593
Map no. 3881 Rev.8,UNAVEM III,1996,1,Cafunfo,Angola,-8.7672,17.995724,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,,540,540,Angola,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1668,Lunda Norte,2645,Cuango,117036
Map no. 3881 Rev.8,UNAVEM III,1996,1,Luzamba,Angola,-9.122541,18.040183,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,,540,540,Angola,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1668,Lunda Norte,2657,XÃ¡ Muteba,116317
Map no. 3881 Rev.8,UNAVEM III,1996,1,Dundo,Angola,-7.381086,20.833799,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,,540,540,Angola,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1668,Lunda Norte,2644,Chitato,119202
Map no. 3881 Rev.8,UNAVEM III,1996,1,Lucapa,Angola,-8.419151,20.744655,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,,540,540,Angola,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1668,Lunda Norte,2654,Lucapa,117762
Map no. 3881 Rev.8,UNAVEM III,1996,1,Caxito,Angola,-8.57848,13.66425,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,,540,540,Angola,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1655,Bengo,2314,Dande,117028
Map no. 3881 Rev.8,UNAVEM III,1996,1,Sumbe,Angola,-11.20605,13.84371,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,,540,540,Angola,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1657,Cuanza Sul,2511,Sumbe,113428
Map no. 3881 Rev.8,UNAVEM III,1996,1,Benguela,Angola,-12.57626,13.40547,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,,540,540,Angola,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1662,Benguela,2340,Benguela,111267
Map no. 3881 Rev.8,UNAVEM III,1996,1,Matala,Angola,-14.73272,15.03479,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,,540,540,Angola,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1666,HuÃ­la,2601,Matala,108391
Map no. 3881 Rev.8,UNAVEM III,1996,1,Xangongo,Angola,-16.75,14.98333,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,,540,540,Angola,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1664,Cunene,2534,Ombadja,105510
Map no. 3881 Rev.8,UNAVEM III,1996,1,Kuito,Angola,-12.38333,16.93333,165,NA,NA,0,0,0,0,1,Brazil,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,,540,540,Angola,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1661,BiÃ©,2397,Kuito,111994
Map no. 3881 Rev.8,UNAVEM III,1996,1,Lumbala,Angola,-14.10165,21.43531,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,,540,540,Angola,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1667,Moxico,2745,Lumbala-Nguimbo,109123
Map no. 3881 Rev.8,UNAVEM III,1996,1,Mavinga,Angola,-15.8,20.35,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,,540,540,Angola,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1663,Cuando Cubango,2433,Mavinga,106961
Map no. 3881 Rev.8,UNAVEM III,1996,1,Maquela do Zombo,Angola,-6.05716,15.10971,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,,540,540,Angola,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1659,UÃ­ge,2789,Maquela do Zombo,120631
Map no. 3881 Rev.8,UNAVEM III,1996,1,Andrada,Angola,-7.696484,21.363622,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,,540,540,Angola,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1668,Lunda Norte,2635,Cambulo,118483
Map no. 3881 Rev.8,UNAVEM III,1996,1,Cubal,Angola,-13.03333,14.25,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,,540,540,Angola,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1662,Benguela,2353,Cubal,110549
Map no. 3881 Rev.8,UNAVEM III,1996,1,N'zeto,Angola,-7.231164,12.866602,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,,540,540,Angola,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1660,Zaire,2824,N'Zeto,119186
Map no. 3881 Rev.8,UNAVEM III,1996,1,Quibaxe,Angola,-8.500548,14.585889,150,NA,NA,0,0,0,0,1,India,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,,540,540,Angola,750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1656,Cuanza Norte,2462,Dembos,117030
Map no. 3881 Rev.8,UNAVEM III,1996,1,Negage/Bungo,Angola,-7.75938,15.2722,150,NA,NA,0,0,0,0,1,India,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,,540,540,Angola,750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1659,UÃ­ge,2799,Negage,118471
Map no. 3881 Rev.8,UNAVEM III,1996,1,Luau,Angola,-10.70727,22.22466,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,,540,540,Angola,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1667,Moxico,2736,Luau,114165
Map no. 3881 Rev.8,UNAVEM III,1996,1,Andulo,Angola,-11.166667,16.5,150,NA,NA,0,0,0,0,1,Brazil,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,,540,540,Angola,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1661,BiÃ©,2369,Andulo,113433
